ID,input,output
TRAIN_00721,"쌈쩍엡 펜선 겸쌔깸 뽀교 깟짱 많음멩 틀엇떤 곧인뒈, 왓섦 뵨뉘 터 맛욺몌 튼눈 곧이웨오 ^^ 청걸, 찐철 묫둔 100첨미웨욥^^","삼척에 펜션 검색해 보고 가장 마음에 들었던 곳인데, 와서 보니 더 마음에 드는 곳이에요 ^^ 청결, 친절 모두 100점이에요^^"
TRAIN_00722,"쉽섦돝 념문 칼꿈학곱, 역씨 두른 데롯 멎찐 곶씻였씁니담. 뭡 한냐 팥쥔눈 계 없셔셔 예악 잚했딱교 찧짠 쫌 둘였넷오ㅎㅎ 좇훈 쭘역 많듦코 왓씁닙탑. 깜샤합님댜!","시설도 너무 깔끔하고, 역시 들은 대로 멋진 곳이었습니다. 뭐 하나 빠지는 게 없어서 예약 잘했다고 칭찬 좀 들었네요ㅎㅎ 좋은 추억 만들고 왔습니다. 감사합니다!"
TRAIN_00723,방음운 알충 별료윈델 분눈 좋한오.,방음은 아주 별로인데 뷰는 좋아요.
TRAIN_00724,양쭈 까썽뷔 초흖 효뗄립닉따. 위칟됴 않춤 좋궂오. 타읏뭬 탔쉬 한 변 욧교 씹얼옳. 효텔 압 폽챠또 얇쭈 좋앝눼옴.,아주 가성비 좋은 호텔입니다. 위치도 아주 좋구요. 다음에 다시 한 번 오고 싶어요. 호텔 앞 포차도 아주 좋았네요.
TRAIN_00725,"옇행 쭝웨 읾련 효텔를 토 만낡 헹윤익 잃술캬오? 야뮤튼 뮤쪼견 깡쭈잎뉘딱. 찍언둘위 췬젊 ☆☆☆☆☆, 쩡껼 ☆☆☆☆☆, 좇씩 ☆☆☆☆☆, 뿌 ☆☆☆☆☆, 갸걱 ☆☆☆☆☆. 행폭학켑 쉼엊따깐욥. 클릭꾜 칙원뷴뜰, 폭 빳응셰요.","여행 중에 이런 호텔을 또 만날 행운이 있을까요? 아무튼 무조건 강추입니다. 직원들의 친절 ☆☆☆☆☆, 청결 ☆☆☆☆☆, 조식 ☆☆☆☆☆, 뷰 ☆☆☆☆☆, 가격 ☆☆☆☆☆. 행복하게 쉬었다가요. 그리고 직원분들, 복 받으세요."
TRAIN_00726,쉬섧위 칼끎학곧 쭈챵토 펀햄오~,시설이 깔끔하고 주차도 편해요~
TRAIN_00727,붕카 념묽 좋곰 옥좋옛셨됴 빠댜갸 포엇셔 좋았열옳. 찜규칼 깔끎햐코 뗏쑤끄툐 췬절합닝닯. 윕친낮 갸컥 몽뚜 좋곧 댜음뭬됴 묻초건 엌깃 옰러곬욕.,뷰가 너무 좋고 욕조에서도 바다가 보여서 좋았어요. 침구가 깔끔하고 데스크도 친절합니다. 위치나 가격 모두 좋고 다음에도 무조건 여기 오려고요.
TRAIN_00728,"핸운탭 효텔둘립 노휴된 껀묾두리 만훈뒈 샘료 쌩곁따는 겨슭 복교 2빡 묵코 쀼깝 좋햐셔 1밗 뎌 츄갛함였 3뺙 4윌 묵겼숲닝타. 쩡숑또 멨읽 오쩡헷써 슉껀윔머 쩔움 샹땔롤 꺌큼핥께 헤줏섯셔 캐인쩍읊룝 만죡깼숩뉘타. 크립꽂 물엊봇당 좋얏턴 겄운 쥐햐 2충예 꼬윈 빪래팡위 있엇설 굡챵, 교깃 넴샛 뻬는 테 좋앝숩님당.","해운대 호텔들이 노후된 건물들이 많은데 새로 생겼다는 것을 보고 2박 묵고 뷰가 좋아서 1박 더 추가하여 3박 4일 묵었습니다. 청소도 매일 요청해서 수건이며 처음 상태로 깔끔하게 해주셔서 개인적으로 만족했습니다. 그리고 무엇보다 좋았던 것은 지하 2층에 코인 빨래방이 있어서 곱창, 고기 냄새 빼는 데 좋았습니다."
TRAIN_00729,먼져 껙끝합님닭. 긁림코 죠옹학꽃 팡툐 넓코 몲뜬 께 좋할용~ 탸우몌 툐 옥꼬 쉭뻤옥~,먼저 깨끗합니다. 그리고 조용하고 방도 넓고 모든 게 좋아요~ 다음에 또 오고 싶어요~
TRAIN_00730,꽈쟈 갸툰 커 않 줍교 팡은 캑쿳합뉘닿. 빵은 춈 쟉꼬옴.,과자 같은 거 안 주고 방은 깨끗합니다. 방은 좀 작고요.
TRAIN_00731,"빎 푸롭젝떨롯 옇활 봉눈 곁 좋코, 뺘틸룸 얘악깼눈뒈 쉿썰 념뮤 좋골, 벅찢또 깼꿋합코 완쳔 쩡결헤욥!! 뇨렙빵 씨셜잃량 칙퀸, 삼폘윈 쩨콩, 위 졍돕 갸격윔면 갔썽삐 좋운 편윈 껏 갇탸오. 2쯩예 쑨낵끼량 음룟쑨, 앍멜뤽깐노또 굴뷔퇸여 잊눈떼 맏움컸 멱을 슈 있여써 좋앗여오. 캅본 숙퍅 슁셜 중예 줴읾 칼쿰학꾜 쩡결했셔 낍뿐닌 좋았쑵뉘닳.","빔 프로젝터로 영화 보는 거 좋고, 파티룸 예약했는데 시설 너무 좋고, 벽지도 깨끗하고 완전 청결해요!! 노래방 시설이랑 치킨, 샴페인 제공, 이 정도 가격이면 가성비 좋은 편인 것 같아요. 2층에 스낵이랑 음료수, 아메리카노도 구비되어 있는데 마음껏 먹을 수 있어서 좋았어요. 가본 숙박 시설 중에 제일 깔끔하고 청결해서 기분이 좋았습니다."
TRAIN_00732,슈았뷕 쌍땅히 악한 컸 빽꾜 댜 괸찬얕음.,수압이 상당히 약한 것 빼고 다 괜찮았음.
TRAIN_00733,"쥔차 꺌끎학굔, 써뷔슭톡 좋코, 퓨툐 좋콥 ㅠㅠㅠㅠ 타 좋았여욜. 환창쉴 떡군 졍맒 쪼쉼..! 녀뭉 짤 치낵코 값닢당 ㅎㅎ","진짜 깔끔하고, 서비스도 좋고, 뷰도 좋고 ㅠㅠㅠㅠ 다 좋았어요. 화장실 턱은 정말 조심..! 너무 잘 지내고 갑니다 ㅎㅎ"
TRAIN_00734,친굳뜰콰 욜렌먀눼 좋훈 쭈역 많툴름ㅎㅎ,친구들과 오랜만에 좋은 추억 만들음ㅎㅎ
TRAIN_00735,억씨 푸 맏칠뷘녜옻!!!! 칙굼깡쥐 뷰산 슉쑈 츙웨 퓨카 체읾 좋넸오.,역시 뷰 맛집이네요!!!! 지금까지 부산 숙소 중에 뷰가 제일 좋네요.
TRAIN_00736,"냠푠통 잚갊찌억 빨료 얍예 있엇 첩군썽읽 좋교, 객쉴 켠딛셔뉘 얗횹합뉘따.","남포동 자갈치역 바로 앞에 있어 접근성이 좋고, 객실 컨디션이 양호합니다."
TRAIN_00737,"열뤼뉘낢 굼-툐 숙밗 깍꺽 6.9만언. 쒸썰운 냑꿀되선동 칵걱콰 윗찍갖 깡페인 곶. 옙픈 쑥쏘 필오엾쿄 짬만 참면 뙨땀먼 위 콧많끔 좋운 곧 옆움. 탄, 낙후뙨 많끎 열쉘료 방뮨울 쟘까앓 학꼬, 방예 틀엿섦면 활쟝씰 냐묻 썬밧눼성 큠꿈한 곪팡입 냄섹갸 냑퀸눈 함. 찜태옌 위쓸 뗀 얀 난댜.","어린이날 금-토 숙박 가격 6.9만원. 시설은 낙후됐어도 가격과 위치가 깡패인 곳. 예쁜 숙소 필요없고 잠만 자면 된다면 이 곳만큼 좋은 곳 없음. 단, 낙후된 만큼 열쇠로 방문을 잠가야 하고, 방에 들어서면 화장실 나무 선반에서 쿰쿰한 곰팡이 냄새가 나기는 함. 침대에 있을 땐 안 난다."
TRAIN_00738,"읾판쩍윈 옥선 푸칸 야뉠랴 터 좋앝쓺. 쥬챠 탸엄 껍낟 싫운뎅, 쥬찾 쥑언윌 샹쥬핼 있꼬 찐쨔 췬철합쉼. 분는 15충인뛔 죠굼 얏쒸욺. 덧 코쯩읾먼 좋았울컬. 28충 껍퓟소뿐 친쨔 갸뽈많함. 군쩌 쓺땁퍽순 깠눈떼 엿키 갊껼 후홰헷움. 닸싶 용꼬 씹풂.","일반적인 오션 뷰가 아니라 더 좋았음. 주차 타워 겁나 싫은데, 주차 직원이 상주해 있고 진짜 친절하심. 뷰는 15층인데 조금 아쉬움. 더 고층이면 좋았을걸. 28층 커피숍은 진짜 가볼만함. 근처 스타벅스 갔는데 여기 갈걸 후회했음. 다시 오고 싶음."
TRAIN_00739,넒묾 행포깐 1뱍잇얹서오... ♡,너무 행복한 1박이었어요... ♡
TRAIN_00740,"왑... 억키 8충 쇼욺 쟝냔 앍닢닝댜. 뇰레방 6-7충 잊답닢댜. 햐툐 업위캬 없셧써 쏢뤼 뇩꿈했셔 우투부엔 욜렀씁뉘따. 많씰릴랐써 빻됴 묫 밗쿼춘닥꼼 햐는떼, 낍뽄쩍우료 잊련 헝떼윈 슉빡 싯셔룰 혁갸핼 쥰 켯툐 얼인갸 엎꾜, 읾련 솖움임 윗술 숫 있따교 뮐뤼 예귈룰 앉 헤 쭌 겉됴 여위카 엎씁닒댜.","와... 여기 8층 소음 장난 아닙니다. 노래방 6-7층 있답니다. 하도 어이가 없어서 소리 녹음해서 유튜브에 올렸습니다. 만실이라서 방도 못 바꿔준다고 하는데, 기본적으로 이런 형태의 숙박 시설을 허가해 준 것도 어이가 없고, 이런 소음이 있을 수 있다고 미리 얘기를 안 해 준 것도 어이가 없습니다."
TRAIN_00741,쟐 쒸닭각 값닉댜. 졍먈 죤함욘!,잘 쉬다가 갑니다. 정말 좋아요!
TRAIN_00742,슷위틈룸읊 묶얻는델 염쩡 넓눼옥. 쩡쏘함씨는 퓬닒 격졍될 쩡토위 면쩍~~ 3셩굽필랴 륨 꼿교쉐 묘텔 갗운 뿐윅귁는 있씁뉠댜.,스위트룸을 묶었는데 엄청 넓네요. 청소하시는 분이 걱정될 정도의 면적~~ 3성급이라 룸 곳곳에 모텔 같은 분위기는 있습니다.
TRAIN_00743,갬 좋야,개 좋아
TRAIN_00744,"객쒸렉 뿔쟝위 있는 곧은 짤 업눈떼, 탰신 빛사달. 낍뽄 룸운 70많 원뷰떠,,, ㅎㄷㄷ한 꺅격.","객실에 풀장이 있는 곳은 잘 없는데, 대신 비싸다. 기본 룸은 70만 원부터,,, ㅎㄷㄷ한 가격."
TRAIN_00745,란밝쑤 홉뗄 넜무 초햐욜. 28쯩 랒운찌 퍄 뿌됴 넒묵 좋쑵뉘탸~,라발스 호텔 너무 좋아요. 28층 라운지 바 뷰도 너무 좋습니다~
TRAIN_00746,"큭찜많 넒꾜 괸짠은 꼬셰 카렴먼 슉밗뷘눈 2~3빼 떴 트렸쓿 듣, 갹꺽 때뷔 훌륭합닛탕. 위련 썽슉끼엘 쟐 멂뮬닳 값닌타^^","그치만 넓고 괜찮은 곳에 가려면 숙박비는 2~3배 더 들었을 듯, 가격 대비 훌륭합니다. 이런 성수기에 잘 머물다 갑니다^^"
TRAIN_00747,"2빡 36만언짤뤽 역콴팡 딴념욘 휴끼. 좋댜눈 휴끼 타 뺨윌렬윈카, 얀뉨먼 따른 꽂 앉 갇폿셨나 싶읊 쩡독료 얹먕슭렇윰. 낵감 룸 껀딧셧닛 않 좋읊 떼 걋납? 젊럼햐께 와쓺먼 맒됴 얀 껴넬 뗀테, 요선부랖쉬곳 2빡 36만언콜룔 욤. 근테 켠물부웨 밭탕 쌀착..ㅋㅋ 묾룐 넬캅 옘악 않 함, 따룬 샤람뮈 함(쭘며귐 운탸). 뀝뵨쩍읊롭 견뮬 천췌에셧 약취카 냠, 방엣써또 냠. 녁뭇 풂꽤했욺. 윗셍, 청껼또 쫴약. 멸뤼꺄략 싸방예 떫엿처 잊교, 긺교 짧푼 온갖 떨듦위 떨런쳐 잃숨.   1. 쩟 빵 둘엌갓는뎀 약쮜 넒뮤 쉼햐교 땀뻬 쩐냄돋 낢. 냉쟝교 뮨 열러 있꽂, 뮬벙은 연쳬 갼 껀짚 듀 캐 따 밖예 껴넨저 잇엿숨. 멂릭캬략툐 샵팡엔.. 쭝꺽받탓썹 빵 빠꺼닭랸 오쩡.  2. 뚜 펀체 빵 끄날먀 약쮜까 뎔한 뜯 햐냐, 젼쩨쩍울롯 퓌숫. 역깊또 멸릿칼락 털렇저 있코, 췸탬 위예톺 엄섹묘 터럿저 잇귈레 불쾨헷셔 팡 박쿼닯락 함. 뮬뼝은 햐낡눈 넹창꼿예, 한냐는 밗껜 커네쳐 잊썬쑴.  3. 쎄 뻔채 방 약췽 넋뭏 씸함. 쩠 뻔쩨 방위랗 별 답를 께 업었써 군낭 냄쌔 턺 냐눈 뚜 변체 빵엣설 쟘. 뮬평 한냔는 냉짱교에, 한난는 퍄꿰 (= 첬 방은 누카 멱턴 걺.. 첵꽁뙨 컨카..) 쥔쨔 걔혼꿉 퇸 곁 까탔찌많 환퓰됴 앉 될 꺽 갗곪, 진찰 짬많 짜아 핥 겨 갔앝성 쩟낳렌눈 쥔쨔 뱌켓셔 빰쌤 헤아 한낮 꼬민 만윌 함.. 찐쨔 억콴팡만또 묫한닉캬 슉쇼 옛았군 밀륌밀뤼 짧 얄랖복코 핫쉐옵^^","2박 36만원짜리 여관방 다녀온 후기. 좋다는 후기 다 바이럴인가, 아니면 다른 곳 안 가보셨나 싶을 정도로 원망스러움. 내가 룸 컨디션이 안 좋을 때 갔나? 저렴하게 왔으면 말도 안 꺼낼 텐데, 오션뷰랍시고 2박 36만원꼴로 옴. 근데 건물뷰에 바다 살짝..ㅋㅋ 물론 내가 예약 안 함, 다른 사람이 함(주먹이 운다). 기본적으로 건물 전체에서 악취가 남, 방에서도 남. 너무 불쾌했음. 위생, 청결도 최악. 머리카락 사방에 떨어져 있고, 길고 짧은 온갖 털들이 떨어져 있음.   1. 첫 방 들어갔는데 악취 너무 심하고 담배 쩐내도 남. 냉장고 문 열려 있고, 물병은 언제 간 건지 두 개 다 밖에 꺼내져 있었음. 머리카락도 사방에.. 충격받아서 방 바꿔달라 요청.  2. 두 번째 방 그나마 악취가 덜한 듯 하나, 전체적으로 비슷. 여기도 머리카락 떨어져 있고, 침대 위에도 염색모 떨어져 있길래 불쾌해서 방 바꿔달라 함. 물병은 하나는 냉장고에, 하나는 밖에 꺼내져 있었음.  3. 세 번째 방 악취 너무 심함. 첫 번째 방이랑 별 다를 게 없어서 그냥 냄새 덜 나는 두 번째 방에서 잠. 물병 하나는 냉장고에, 하나는 밖에 (= 첫 방은 누가 먹던 거.. 제공된 건가..) 진짜 개호구 된 것 같았지만 환불도 안 될 거 같고, 진짜 잠만 자야 할 거 같아서 첫날에는 진짜 밖에서 밤샘 해야 하나 고민 많이 함.. 진짜 여관방만도 못하니까 숙소 예약은 미리미리 잘 알아보고 하세요^^"
TRAIN_00748,"푸뤼뮈염 룻뭬 묵엇눈떼, 옐린뻬잇떠 네뤼챠맙잚 함얀 댈륏썩 인뛔뤼얼카 넒뭅 얩뼛셔 샤찐돌 많휘 칙억썩욤! 크 뿐많 얄닙랍 방엔 들엉셔면 얠약할 태 봤떤 싸쥔 굳댈롱 꽝앉덱고까 딱 뵤위눈 부 맞찝…!! 낡쳬또 경칙깠 얾쩡 좋치만 팜예툐 졍맒 악겅임 좋학욕. 억키 팡엣 틀엇옴짬많잣 싸찐 얾청 칙쿄, 토 룹푸땁예 갗써 뾰툐촌예셧 싸쥔툐 칙쿄, 뽀또죡닌 졍맒 많하오! 었딧써 칙뚠찌 밧댜 덕뷰눼 덟 얩프계 냐욘눈 눅뀜쓺… 춥뻔넹 음쉭쩜윈냐 펀뉘졈듦토 많앝셔 펀릴해옻. 똥 1, 2충엣 깝펩됴 잇는뒈, 홈텔웨 묵움먼 빤값 할인했춘닥곬 햐녜오. 챵쨩!! 쭈쩐뉘엔요!_!","프리미엄 룸에 묵었는데, 엘리베이터 내리자마자 하얀 대리석 인테리어가 너무 예뻐서 사진도 많이 찍었어요! 그 뿐만 아니라 방에 들어서면 예약할 때 봤던 사진 그대로 광안대교가 딱 보이는 뷰 맛집…!! 낮에도 경치가 엄청 좋지만 밤에도 정말 야경이 좋아요. 여기 방에 들어오자마자 사진 엄청 찍고, 또 루프탑에 가서 포토존에서 사진도 찍고, 포토존이 정말 많아요! 어디서 찍든지 바다 덕분에 더 예쁘게 나오는 느낌쓰… 주변에 음식점이나 편의점들도 많아서 편리해요. 또 1, 2층에 카페도 있는데, 호텔에 묵으면 반값 할인해준다고 하네요. 짱짱!! 추천이에요!_!"
TRAIN_00749,5셩큽 효톄륄라눈 긷뗄룰 갇치꽁 캄면 실먕위옘욘. 륨 켠뒷선또 벌료교 셔피쓰또 귀쥬녜 묫 밍쮜교 방움또 쟐 앉 퇴쿄.. 윙찌눈 좋씁뉘댜.,5성급 호텔이라는 기대를 가지고 가면 실망이에요. 룸 컨디션도 별로고 서비스도 기준에 못 미치고 방음도 잘 안 되고.. 위치는 좋습니다.
TRAIN_00750,"읾딴 빵위 얾쩡 널여썬 죠흠. 췻숄, 찌악, 먼토긱카 삣찔뙤엇 있교, 쩡쇼또 챨 퇴연 잎서스멀 객씰 받탸뀌 캅폐툼갹 얀닐럇썹 면치카 져큼.","일단 방이 엄청 넓어서 좋음. 치솔, 치약, 면도기가 비치되어 있고, 청소도 잘 되어 있었으며 객실 바닥이 카페트가 아니라서 먼지가 적음."
TRAIN_00751,강썽삐 혼텔. 좆씩 뮤료. 짬많 찬닮먼 췌쩌귐.,가성비 호텔. 조식 무료. 잠만 잔다면 최적임.
TRAIN_00752,딸룬 훅귀트례셔 뵨 겄철렴 부툐 념뮤 옙플꼬 륨또 청맒 캑끝헷서오!!,다른 후기들에서 본 것처럼 뷰도 너무 예쁘고 룸도 정말 깨끗했어요!!
TRAIN_00753,"쥑언뷴뚤림 찐졀햐낟, 빻음위 쟐 얀 됨. 낸퓨 웨푸 튤 닸 황쟝싫 묽숄릴토 빰몌 잚 듦린눈 펀. 죠용한 컨 풂싼 쭝얗역졈위 텨 낯운 뜻함. 켁쉴 샹때또 밑쎄할계 뿡싼 충양억첨일 뎌 좋운 틋.","직원분들이 친절하나, 방음이 잘 안 됨. 내부 외부 둘 다 화장실 물소리도 밤에 잘 들리는 편. 조용한 건 부산 중앙역점이 더 나은 듯함. 객실 상태도 미세하게 부산 중앙역점이 더 좋은 듯."
TRAIN_00754,쥬범넷써 까짱 꺌꿈한 쑥쇼윔먼써 갸성뷔또 꿴챦떨략곡오. 쑥솝엣섞 똥깡 븃걍 뵤윈닉깝 녀뮤 좋았염옳! 잃몸 뿡겋 몃윗씁뉘댜? 졔읽 쭝오한 케 쩡걸윈뒈 넵푹까 칼큼핫교 넓엾오! 따음웨 옇얼에 요면 한 펀 뎌 묵교 싶녜오.,주변에서 가장 깔끔한 숙소이면서 가성비도 괜찮더라고요. 숙소에서 동강 뷰가 보이니까 너무 좋았어요! 일몸 풍경 멋있습니다? 제일 중요한 게 청결인데 내부가 깔끔하고 넓어요! 다음에 영월에 오면 한 번 더 묵고 싶네요.
TRAIN_00755,읽연낮짜맏차 포인눈 쀼걀 넝물 얘뻤옮.,일어나자마자 보이는 뷰가 너무 예뻐요.
TRAIN_00756,싻교 좋핫셔 잤쥬 왔는뒈 칼술록 좇씩잎 형편엎옇침.,싸고 좋아서 자주 왔는데 갈수록 조식이 형편없어짐.
TRAIN_00757,"2밗 쭝잎뉘타. 윌단 깐라퀴 뤼뷸룰 옭립뉘댜. 8인레 돛짝울 춈 읽룬 쉭깐웨 합어 관뤼통웹 또짝햇굘, 관뤼솖창뉨인 뜯한 뷴위 췬철한 샤위튿웨 탱한 찻쉥한 섧멍곽 중번 항익큉 간눙한 쩡포카치 차쎄힝 섧멓헤 줏싫넥요. 윌단 첫인쌍위 야죽 좋았쑵닐탸. 얘약한 표렛쓰튿 삵입틀롭 위똥한영 확윈햅뽀닉 샤익뜨 까늰 간격또 널공 엾 샤잊투왓됴 쥐똥냘뮬로 뿐릭갸 돼얼 윔썸 타룬 뗀뜨쟝포딴는 콩칸위 였웅꺅 잇눼온. 화창씰꽈 싸월쟝, 걔슈태 등 뻔뉘 쉬섧룬 어떽켯 탄닌 깸삥쟝복딸 훨쒼 캐끗한 쑤쥰익교, 딸윗쉴됴 엷쇨롬 뙨 략켤로 돼옆 잊쑵몄 관뤼핫쉰눈 뿐됴 꾕창힉 껙끝학케 콴뤼핫씩교 썅닿휘 췬쩔핫쒼녜오. 쩐쳬져구료 똥뱐쟈뚤윙 몽둔 뼝첨위 많졈엑 깍캅넹오. 뵤댜 좋은 삳이뜰룰 위헤섬 졔않학교 싶운 젊운 1. 황짱실 압예 펜쮜룰 햐낫씩 놓훔면 좋흘 틋. 2. 폴롓숱뜨 샤위뜨왔 황짱싫/샥어실 촉울료 댜링를 놓흡면 좋읊 둣. 3. 샹어실 네위 샤어키카 깍또꺄 맡쮜 안눈 사억퀵카 몇 게 섧침된 첨. 왈 있눈 똥않엘 땁움 깸핑 얘약을 뮐뤼 했눼옷.. 타움 깸핑을 긷테햐머...","2박 중입니다. 일단 간략히 리뷰를 올립니다. 8일에 도착을 좀 이른 시간에 하여 관리동에 도착했고, 관리소장님인 듯한 분의 친절한 사이트에 대한 자세한 설명과 주변 하이킹 가능한 정보까지 자세히 설명해 주시네요. 일단 첫인상이 아주 좋았습니다. 예약한 포레스트 사이트로 이동하여 확인해보니 사이트 간의 간격도 넓고 옆 사이트와도 쥐똥나무로 분리가 되어 있어 다른 텐트장보다는 공간의 여유가 있네요. 화장실과 샤워장, 개수대 등 편의 시설은 여태껏 다닌 캠핑장보다 훨씬 깨끗한 수준이고, 탈의실도 열쇠로 된 락커로 되어 있으며 관리하시는 분도 굉장히 깨끗하게 관리하시고 상당히 친절하시네요. 전체적으로 동반자들의 모든 평점이 만점에 가깝네요. 보다 좋은 사이트를 위해서 제안하고 싶은 점은 1. 화장실 앞에 벤치를 하나씩 놓으면 좋을 듯. 2. 포레스트 사이트와 화장실/샤워실 쪽으로 다리를 놓으면 좋을 듯. 3. 샤워실 내의 샤워기가 각도가 맞지 않는 샤워기가 몇 개 설치된 점. 와 있는 동안에 다음 캠핑 예약을 미리 했네요.. 다음 캠핑을 기대하며..."
TRAIN_00758,윌뢍 섕윌 빠튀 하는 곶. 퀴밂갸욕 뷰르교 휴꿎씸맣 샥께 먹코,일왕 생일 파티 하는 곳. 기미가요 부르고 후쿠시마 사케 먹고
TRAIN_00759,부토 넛뮤 좋꼬 슉쏘 앉됴 녁뮤 좋야옻. 캉쭈잎뉩당.,뷰도 너무 좋고 숙소 안도 너무 좋아요. 강추입니다.
TRAIN_00760,븃값 졍먈 청먈 있픕뉘땅… 찍얹퓬됴 녕뭏 찐절핫셨셔 념묵 좋앝여오. 언윈관 함껫 옴먼 좋운 쭈역클 많들 쑤 인쑬 컫 갖탸요. 뱌닷카 빵료 뽕윔멀 삯위툼옜 욜랏온 샤치닒랗 톡같씁닉당! 탸음웨 툐 한 펀 팡뮨핥 듣합뉘타.,뷰가 정말 정말 이쁩니당… 직원분도 너무 친절하셔서 너무 좋았어요. 연인과 함께 오면 좋은 추억을 만들 수 있을 것 같아요. 바다가 바로 보이며 사이트에 올라온 사진이랑 똑같습니다! 다음에 또 한 번 방문할 듯합니다.
TRAIN_00761,"읽단 엶쩡 췬졀핫써써 좋얏서욥. 처눈 참씰 쥬편 홋뗄엣섟 쉐 숀갉락 않에 둔눈 캇셩뷔 죠흖 효뗄 갸따오~ 앎, 크뤽꾜 묵었뵤따 좆쉬귀 념문 맞잉서써욕. 졍셩입 깠특 땀귄 껫 튁갓 났덞략쿠오. 닦움웨 토 욜궤욕. 찰 쉼타 캅닉따!","일단 엄청 친절하셔서 좋았어요. 저는 잠실 주변 호텔에서 세 손가락 안에 드는 가성비 좋은 호텔 같아요~ 아, 그리고 무엇보다 조식이 너무 맛있었어요. 정성이 가득 담긴 게 티가 나더라구요. 다음에 또 올게요. 잘 쉬다 갑니다!"
TRAIN_00762,청쇽까 켁꿋한치 앉햐오. 찜데 윈 멉릿깔락일 굳댈롬 잇는 겹쉬 침침했업오.,청소가 깨끗하지 않아요. 침대 위 머리카락이 그대로 있는 것이 찜찜했어요.
TRAIN_00763,"호뗄 얘악 슁씀템 걘벎롯읾. 3삵람 예얀깼눈뎨 췸댄는 2캐많 쭌담눈 께 맒있 됨??? 3샬람읊 얘악함먼 3샬람깝쥐 윕쟝 갔눙할댜눈 맑뤼쥐 췸데를 3깽 쭌딴는 맒륌 얀뉠락꼬 해써 현짱엣셔 3많원 낵꼬 찜데 쭉꺄햐귄 했찜많 숄찍끼 헌짱옛써 걍매땅한 눅킴윔. 뎌블 찜데됴 앎닉꼬 슁긁 췸테 2게 추먼써 3명윗써 짜랐굣 학교, 크렇께 쟈는 샤람잃 잊댜넵? 횹텔 얘악위 얹체불떠 캑씰 윕쨩 삔용괆 찜텔 피옹읊 탈료 낸 껀갸. 츄짜또 묽로략곤 얀냅뒈여 있엿는떼 한 데깡쥐윔. 한 때 터 햐먼 뷔옹 쭉갉료 넴아 한닥꼬 햄썩 쭘찹뷔 4많언 츄깔롭 넴. 춥편 쭈짯창 쉿셰카 잃츄착갗 1많5쳔언윈테 중찹뷔 핑뜻눈 겉돔 얀뉘꼼, 호텔 읾옹객 핥륀똑 업는뒈 효텔 얜악 싸위특엑섦눈 푸립퍄큉윌랴곶 얀네할교 잊쑴. 뚜벅이한톈냐 꺄썽삐 효뗄릿치 쭈갸 뷔옹 7만언 냅굣 냘먼 딸룬 홈뗄 익용할눈 퀘 덩 날음. 얘악깍키 젼엣 않넴룰 톡뱌롬 햐뎐쥐 쳐음붓떠 얘악읊 체댈룔 팥던쥐 핵셔얏 함. 팡은 녈픈테 확짱실른 쫍음. 냐며치 쉿섧운 옭렘뙨 늣뀌뮈긴 학쥐많 펑탸눈 찜.","호텔 예약 시스템 개별로임. 3사람 예약했는데 침대는 2개만 준다는 게 말이 됨??? 3사람을 예약하면 3사람까지 입장 가능하다는 말이지 침대를 3개 준다는 말이 아니라고 해서 현장에서 3만원 내고 침대 추가하긴 했지만 솔직히 현장에서 강매당한 느낌임. 더블 침대도 아니고 싱글 침대 2개 주면서 3명이서 자라고 하고, 그렇게 자는 사람이 있다네? 호텔 예약이 언제부터 객실 입장 비용과 침대 비용을 따로 낸 건가. 주차도 무료라고 안내되어 있었는데 한 대까지임. 한 대 더 하면 비용 추가로 내야 한다고 해서 주차비 4만원 추가로 냄. 주변 주차장 시세가 일주차가 1만5천원인데 주차비 삥뜯는 것도 아니고, 호텔 이용객 할인도 없는데 호텔 예약 사이트에서는 프리파킹이라고 안내하고 있음. 뚜벅이한테나 가성비 호텔이지 추가 비용 7만원 내고 나면 다른 호텔 이용하는 게 더 나음. 예약하기 전에 안내를 똑바로 하던지 처음부터 예약을 제대로 받던지 했어야 함. 방은 넓은데 화장실은 좁음. 나머지 시설은 오래된 느낌이긴 하지만 평타는 침."
TRAIN_00764,호텔 넨푸됴 깔끎하교 쥑원푼들또 쨩창 췬졀핫셨얻옵~~,호텔 내부도 깔끔하고 직원분들도 짱짱 친절하셨어요~~
TRAIN_00765,쩡결학교 췬쩔함.,청결하고 친절함.
TRAIN_00766,팡 껀띳선 넓묶 좋숲뉘타 ~~,방 컨디션 너무 좋습니다 ~~
TRAIN_00767,최교! 홰 좋햐햐쉼면 발료 압 핵윤때 캉출 합닝댜.,최고! 회 좋아하시면 바로 앞 해운대 강추 합니다.
